time,SST
1990-02-01T00:00:00Z,13.95
1990-03-01T00:00:00Z,14.26
1990-04-01T00:00:00Z,15.97
1990-05-01T00:00:00Z,17.3
1990-06-01T00:00:00Z,18.8
1990-07-01T00:00:00Z,20.91
1990-08-01T00:00:00Z,20.47
1990-09-01T00:00:00Z,21.27
1990-10-01T00:00:00Z,20.18
1990-11-01T00:00:00Z,18.28
1990-12-01T00:00:00Z,16.01
1991-01-01T00:00:00Z,14.73
1991-02-01T00:00:00Z,14.94
1991-03-01T00:00:00Z,14.5
1991-04-01T00:00:00Z,14.59
1991-05-01T00:00:00Z,14.6
1991-06-01T00:00:00Z,16.51
1991-07-01T00:00:00Z,18.27
1991-08-01T00:00:00Z,18.84
1991-09-01T00:00:00Z,18.15
1991-10-01T00:00:00Z,18.55
1991-11-01T00:00:00Z,16.22
1991-12-01T00:00:00Z,14.5
1992-01-01T00:00:00Z,14.29
1992-02-01T00:00:00Z,15.02
1992-03-01T00:00:00Z,15.56
1992-04-01T00:00:00Z,17.75
1992-05-01T00:00:00Z,18.15
1992-06-01T00:00:00Z,17.2
1992-07-01T00:00:00Z,19.93
1992-08-01T00:00:00Z,21.24
1992-09-01T00:00:00Z,20.14
1992-10-01T00:00:00Z,19.09
1992-11-01T00:00:00Z,18.14
1992-12-01T00:00:00Z,15.48
1993-01-01T00:00:00Z,14.55
1993-02-01T00:00:00Z,14.9
1993-03-01T00:00:00Z,15.44
1993-04-01T00:00:00Z,15.84
1993-05-01T00:00:00Z,17.57
1993-06-01T00:00:00Z,19.34
1993-07-01T00:00:00Z,20.39
1993-08-01T00:00:00Z,19.8
1993-09-01T00:00:00Z,19.61
1993-10-01T00:00:00Z,19.1
1993-11-01T00:00:00Z,17.63
1993-12-01T00:00:00Z,15.15
1994-01-01T00:00:00Z,14.96
1994-02-01T00:00:00Z,14.29
1994-03-01T00:00:00Z,14.76
1994-04-01T00:00:00Z,14.32
1994-05-01T00:00:00Z,15.4
1994-06-01T00:00:00Z,18.46
1994-07-01T00:00:00Z,19.17
1994-08-01T00:00:00Z,20.32
1994-09-01T00:00:00Z,19.69
1994-10-01T00:00:00Z,18.63
1994-11-01T00:00:00Z,15.78
1994-12-01T00:00:00Z,14.84
1995-01-01T00:00:00Z,14.07
1995-02-01T00:00:00Z,14.83
1995-03-01T00:00:00Z,15.08
1995-04-01T00:00:00Z,14.53
1995-05-01T00:00:00Z,14.77
1995-06-01T00:00:00Z,16.57
1995-07-01T00:00:00Z,18.49
1995-08-01T00:00:00Z,19.33
1995-09-01T00:00:00Z,19.85
1995-10-01T00:00:00Z,19.11
1995-11-01T00:00:00Z,17.01
1995-12-01T00:00:00Z,16.19
1996-01-01T00:00:00Z,15.12
1996-02-01T00:00:00Z,14.78
1996-03-01T00:00:00Z,14.1
1996-04-01T00:00:00Z,14.76
1996-05-01T00:00:00Z,17.48
1996-06-01T00:00:00Z,18.56
1996-07-01T00:00:00Z,18.41
1996-08-01T00:00:00Z,20.14
1996-09-01T00:00:00Z,20.32
1996-10-01T00:00:00Z,18.15
1996-11-01T00:00:00Z,16.02
1996-12-01T00:00:00Z,14.74
1997-01-01T00:00:00Z,14.2
1997-02-01T00:00:00Z,14.23
1997-03-01T00:00:00Z,15.08
1997-04-01T00:00:00Z,15.52
1997-05-01T00:00:00Z,18.06
1997-06-01T00:00:00Z,19.85
1997-11-01T00:00:00Z,18.86
1997-12-01T00:00:00Z,16.99
1998-01-01T00:00:00Z,16.9
1998-02-01T00:00:00Z,16.37
1998-03-01T00:00:00Z,16.01
1998-04-01T00:00:00Z,14.98
1998-05-01T00:00:00Z,16.62
1998-06-01T00:00:00Z,18.04
1998-07-01T00:00:00Z,19.42
1998-08-01T00:00:00Z,20.6
1998-09-01T00:00:00Z,20.83
1998-10-01T00:00:00Z,18.71
1998-11-01T00:00:00Z,16.75
1998-12-01T00:00:00Z,14.2
1999-01-01T00:00:00Z,14.32
1999-02-01T00:00:00Z,13.53
1999-03-01T00:00:00Z,13.66
1999-04-01T00:00:00Z,13.35
1999-05-01T00:00:00Z,15.8
1999-06-01T00:00:00Z,16.64
1999-07-01T00:00:00Z,18.45
1999-08-01T00:00:00Z,18.28
1999-09-01T00:00:00Z,17.69
1999-10-01T00:00:00Z,18.19
1999-11-01T00:00:00Z,16.87
1999-12-01T00:00:00Z,14.57
2000-01-01T00:00:00Z,14.07
2000-02-01T00:00:00Z,13.71
2000-03-01T00:00:00Z,14.06
2000-04-01T00:00:00Z,15.11
2000-05-01T00:00:00Z,16.5
2000-06-01T00:00:00Z,18.98
2000-07-01T00:00:00Z,19.69
2000-08-01T00:00:00Z,20.57
2000-09-01T00:00:00Z,20.02
2000-10-01T00:00:00Z,18.33
2000-11-01T00:00:00Z,15.94
2000-12-01T00:00:00Z,14.57
2001-01-01T00:00:00Z,13.84
2001-02-01T00:00:00Z,12.83
2001-03-01T00:00:00Z,13.98
2001-04-01T00:00:00Z,13.61
2001-05-01T00:00:00Z,16.58
2001-06-01T00:00:00Z,18.81
2001-07-01T00:00:00Z,19.01
2001-08-01T00:00:00Z,19.24
2001-09-01T00:00:00Z,19.0
2001-10-01T00:00:00Z,18.26
2001-11-01T00:00:00Z,17.06
2001-12-01T00:00:00Z,14.23
2002-01-01T00:00:00Z,14.28
2002-02-01T00:00:00Z,14.22
2002-03-01T00:00:00Z,14.02
2002-04-01T00:00:00Z,14.42
2002-05-01T00:00:00Z,15.92
2002-06-01T00:00:00Z,17.76
2002-07-01T00:00:00Z,19.04
2002-08-01T00:00:00Z,19.43
2002-09-01T00:00:00Z,19.03
2002-10-01T00:00:00Z,17.66
2002-11-01T00:00:00Z,16.62
2002-12-01T00:00:00Z,15.7
2003-01-01T00:00:00Z,15.64
2003-02-01T00:00:00Z,15.04
2003-03-01T00:00:00Z,14.59
2003-04-01T00:00:00Z,14.49
2003-05-01T00:00:00Z,15.3
2003-06-01T00:00:00Z,17.66
2003-07-01T00:00:00Z,19.98
2003-08-01T00:00:00Z,20.64
2003-09-01T00:00:00Z,18.54
2003-10-01T00:00:00Z,18.05
2003-11-01T00:00:00Z,15.78
2003-12-01T00:00:00Z,15.17
2004-01-01T00:00:00Z,14.18
2004-02-01T00:00:00Z,13.92
2004-03-01T00:00:00Z,14.97
2004-04-01T00:00:00Z,15.41
2004-05-01T00:00:00Z,17.89
2004-06-01T00:00:00Z,18.66
2004-07-01T00:00:00Z,19.85
2004-08-01T00:00:00Z,20.5
2004-09-01T00:00:00Z,20.93
2004-10-01T00:00:00Z,18.72
2004-11-01T00:00:00Z,17.42
2004-12-01T00:00:00Z,15.77
2005-01-01T00:00:00Z,15.28
2005-02-01T00:00:00Z,15.37
2005-03-01T00:00:00Z,15.69
2005-04-01T00:00:00Z,14.95
2005-05-01T00:00:00Z,16.99
2005-06-01T00:00:00Z,18.14
2005-07-01T00:00:00Z,18.85
2005-08-01T00:00:00Z,20.12
2005-09-01T00:00:00Z,19.63
2005-10-01T00:00:00Z,18.36
2005-11-01T00:00:00Z,16.77
2005-12-01T00:00:00Z,15.45
2006-01-01T00:00:00Z,14.2
2006-02-01T00:00:00Z,14.55
2006-03-01T00:00:00Z,13.23
2006-04-01T00:00:00Z,15.21
2006-05-01T00:00:00Z,16.9
2006-06-01T00:00:00Z,19.06
2006-07-01T00:00:00Z,21.59
2006-08-01T00:00:00Z,21.43
2006-09-01T00:00:00Z,20.04
2006-10-01T00:00:00Z,17.88
2006-11-01T00:00:00Z,17.97
2006-12-01T00:00:00Z,16.11
2007-01-01T00:00:00Z,14.72
2007-02-01T00:00:00Z,14.81
2007-03-01T00:00:00Z,14.46
2007-04-01T00:00:00Z,14.83
2007-05-01T00:00:00Z,15.56
2007-06-01T00:00:00Z,17.57
2007-07-01T00:00:00Z,20.31
2007-08-01T00:00:00Z,20.87
2007-09-01T00:00:00Z,18.64
2007-10-01T00:00:00Z,18.15
2007-11-01T00:00:00Z,16.49
2007-12-01T00:00:00Z,14.51
2008-01-01T00:00:00Z,13.62
2008-02-01T00:00:00Z,13.62
2008-03-01T00:00:00Z,14.22
2008-04-01T00:00:00Z,14.64
2008-05-01T00:00:00Z,16.84
2008-06-01T00:00:00Z,18.6
2008-07-01T00:00:00Z,19.87
2008-08-01T00:00:00Z,21.11
2008-09-01T00:00:00Z,20.24
2008-10-01T00:00:00Z,18.58
2008-11-01T00:00:00Z,17.04
2008-12-01T00:00:00Z,15.18
2009-01-01T00:00:00Z,14.14
2009-02-01T00:00:00Z,13.97
2009-03-01T00:00:00Z,14.37
2009-04-01T00:00:00Z,14.53
2009-05-01T00:00:00Z,17.07
2009-06-01T00:00:00Z,18.03
2009-07-01T00:00:00Z,19.96
2009-08-01T00:00:00Z,20.09
2009-09-01T00:00:00Z,19.88
2009-10-01T00:00:00Z,18.46
2009-11-01T00:00:00Z,17.23
2009-12-01T00:00:00Z,15.14
2010-01-01T00:00:00Z,15.35
2010-02-01T00:00:00Z,15.27
2010-03-01T00:00:00Z,14.74
2010-04-01T00:00:00Z,14.64
2010-05-01T00:00:00Z,15.14
2010-06-01T00:00:00Z,17.51
2010-07-01T00:00:00Z,17.73
2010-08-01T00:00:00Z,18.19
2010-09-01T00:00:00Z,17.93
2010-10-01T00:00:00Z,17.99
2010-11-01T00:00:00Z,16.69
2010-12-01T00:00:00Z,14.25
2011-01-01T00:00:00Z,13.81
2011-02-01T00:00:00Z,14.21
2011-03-01T00:00:00Z,13.66
2011-04-01T00:00:00Z,15.27
2011-05-01T00:00:00Z,16.1
2011-06-01T00:00:00Z,16.88
2011-07-01T00:00:00Z,19.24
2011-08-01T00:00:00Z,19.12
2011-09-01T00:00:00Z,19.17
2011-10-01T00:00:00Z,17.59
2011-11-01T00:00:00Z,15.82
2011-12-01T00:00:00Z,15.12
2012-01-01T00:00:00Z,14.72
2012-02-01T00:00:00Z,14.2
2012-03-01T00:00:00Z,13.4
2012-11-01T00:00:00Z,17.53
2012-12-01T00:00:00Z,16.06
2013-01-01T00:00:00Z,13.86
2013-02-01T00:00:00Z,13.39
2013-03-01T00:00:00Z,14.15
2013-04-01T00:00:00Z,15.17
2013-05-01T00:00:00Z,17.53
2013-06-01T00:00:00Z,18.22
2013-07-01T00:00:00Z,19.2
2013-08-01T00:00:00Z,18.74
2013-09-01T00:00:00Z,19.81
2013-10-01T00:00:00Z,19.0
2013-11-01T00:00:00Z,17.49
2013-12-01T00:00:00Z,15.46
2014-01-01T00:00:00Z,15.64
2014-02-01T00:00:00Z,15.38
2014-03-01T00:00:00Z,15.83
2014-04-01T00:00:00Z,15.42
2014-05-01T00:00:00Z,17.05
2014-06-01T00:00:00Z,19.53
2014-07-01T00:00:00Z,21.1
2014-08-01T00:00:00Z,21.51
2014-09-01T00:00:00Z,21.96
2014-10-01T00:00:00Z,21.57
2014-11-01T00:00:00Z,19.33
2014-12-01T00:00:00Z,17.74
2015-01-01T00:00:00Z,16.37
2015-02-01T00:00:00Z,17.06
2015-03-01T00:00:00Z,17.07
2015-04-01T00:00:00Z,16.88
2015-05-01T00:00:00Z,16.92
2015-06-01T00:00:00Z,18.69
2015-07-01T00:00:00Z,20.89
2015-08-01T00:00:00Z,21.95
2016-01-01T00:00:00Z,15.64
2016-02-01T00:00:00Z,15.77
2016-03-01T00:00:00Z,16.08
2016-04-01T00:00:00Z,15.87
2016-05-01T00:00:00Z,17.16
2016-06-01T00:00:00Z,18.49
2016-08-01T00:00:00Z,21.92
2016-09-01T00:00:00Z,20.93
2016-10-01T00:00:00Z,19.37
2016-11-01T00:00:00Z,18.26
2016-12-01T00:00:00Z,15.62
2017-01-01T00:00:00Z,14.73
2017-02-01T00:00:00Z,14.61
2017-03-01T00:00:00Z,15.26
2017-04-01T00:00:00Z,15.67
2017-05-01T00:00:00Z,17.02
2017-06-01T00:00:00Z,18.08
2017-07-01T00:00:00Z,20.79
2017-08-01T00:00:00Z,21.07
2017-09-01T00:00:00Z,20.47
2017-10-01T00:00:00Z,20.36
2017-11-01T00:00:00Z,18.62
2017-12-01T00:00:00Z,16.26
2018-01-01T00:00:00Z,15.96
2018-02-01T00:00:00Z,15.62
2018-03-01T00:00:00Z,14.52
2018-06-01T00:00:00Z,18.53
2018-07-01T00:00:00Z,21.27
2018-08-01T00:00:00Z,22.27
2018-09-01T00:00:00Z,21.46
2018-10-01T00:00:00Z,20.2
