time,SST
2001-09-01T00:00:00Z,13.074
2001-10-01T00:00:00Z,11.805
2001-11-01T00:00:00Z,11.887
2001-12-01T00:00:00Z,11.653
2002-02-01T00:00:00Z,10.955
2002-03-01T00:00:00Z,10.738
2002-04-01T00:00:00Z,10.423
2002-05-01T00:00:00Z,10.649
2002-06-01T00:00:00Z,10.266
2002-07-01T00:00:00Z,11.008
2002-08-01T00:00:00Z,12.011
2002-09-01T00:00:00Z,12.415
2002-10-01T00:00:00Z,12.161
2002-11-01T00:00:00Z,12.58
2002-12-01T00:00:00Z,12.569
2003-01-01T00:00:00Z,12.473
2003-02-01T00:00:00Z,12.206
2003-03-01T00:00:00Z,11.657
2003-04-01T00:00:00Z,11.366
2003-05-01T00:00:00Z,10.437
2003-06-01T00:00:00Z,10.304
2003-07-01T00:00:00Z,10.35
2003-08-01T00:00:00Z,13.356
2003-09-01T00:00:00Z,12.329
2003-10-01T00:00:00Z,12.176
2003-11-01T00:00:00Z,11.894
2003-12-01T00:00:00Z,12.099
2004-01-01T00:00:00Z,11.756
2004-02-01T00:00:00Z,11.51
2004-03-01T00:00:00Z,11.062
2004-04-01T00:00:00Z,11.426
2004-05-01T00:00:00Z,11.968
2004-06-01T00:00:00Z,10.602
2004-07-01T00:00:00Z,13.308
2004-08-01T00:00:00Z,13.795
2004-09-01T00:00:00Z,12.487
2004-10-01T00:00:00Z,12.834
2004-11-01T00:00:00Z,12.76
2004-12-01T00:00:00Z,12.197
2005-01-01T00:00:00Z,12.267
2005-02-01T00:00:00Z,12.423
2005-03-01T00:00:00Z,12.886
2005-04-01T00:00:00Z,11.944
2005-05-01T00:00:00Z,12.929
2005-06-01T00:00:00Z,10.989
2005-07-01T00:00:00Z,11.867
2005-08-01T00:00:00Z,11.817
2005-09-01T00:00:00Z,12.23
2005-10-01T00:00:00Z,12.47
2005-11-01T00:00:00Z,12.412
2005-12-01T00:00:00Z,13.022
2006-01-01T00:00:00Z,12.686
2006-02-01T00:00:00Z,11.76
2006-03-01T00:00:00Z,11.381
2006-04-01T00:00:00Z,11.97
2006-09-01T00:00:00Z,11.585
2006-10-01T00:00:00Z,13.379
2006-11-01T00:00:00Z,13.124
2006-12-01T00:00:00Z,12.105
2007-01-01T00:00:00Z,10.82
2007-02-01T00:00:00Z,11.012
2007-03-01T00:00:00Z,10.793
2007-04-01T00:00:00Z,10.126
2007-05-01T00:00:00Z,10.109
2007-06-01T00:00:00Z,10.749
2007-08-01T00:00:00Z,14.174
2007-09-01T00:00:00Z,13.545
2007-10-01T00:00:00Z,13.274
2007-11-01T00:00:00Z,12.049
2007-12-01T00:00:00Z,10.493
2008-01-01T00:00:00Z,10.322
2008-02-01T00:00:00Z,10.374
2008-03-01T00:00:00Z,9.904
2008-04-01T00:00:00Z,9.3
2008-05-01T00:00:00Z,9.65
2008-06-01T00:00:00Z,9.242
2008-07-01T00:00:00Z,11.601
2008-08-01T00:00:00Z,11.691
2008-09-01T00:00:00Z,12.943
2008-10-01T00:00:00Z,11.854
2008-11-01T00:00:00Z,12.803
2008-12-01T00:00:00Z,11.521
2009-01-01T00:00:00Z,10.93
2009-02-01T00:00:00Z,10.497
2009-03-01T00:00:00Z,10.323
2009-04-01T00:00:00Z,9.141
2009-05-01T00:00:00Z,9.912
2009-06-01T00:00:00Z,11.414
2009-07-01T00:00:00Z,11.086
2009-08-01T00:00:00Z,12.443
2009-09-01T00:00:00Z,13.363
2009-10-01T00:00:00Z,11.948
2009-11-01T00:00:00Z,11.965
2009-12-01T00:00:00Z,11.455
2010-01-01T00:00:00Z,12.108
2010-02-01T00:00:00Z,12.024
2010-03-01T00:00:00Z,11.732
2010-04-01T00:00:00Z,11.052
2010-05-01T00:00:00Z,10.131
2010-06-01T00:00:00Z,10.204
2010-07-01T00:00:00Z,10.933
2010-08-01T00:00:00Z,10.987
2010-09-01T00:00:00Z,11.989
2010-10-01T00:00:00Z,11.667
2010-11-01T00:00:00Z,12.109
2010-12-01T00:00:00Z,12.328
2011-01-01T00:00:00Z,11.133
2011-02-01T00:00:00Z,10.359
2011-07-01T00:00:00Z,13.857
2011-08-01T00:00:00Z,11.647
2011-09-01T00:00:00Z,12.031
2011-10-01T00:00:00Z,13.231
2011-11-01T00:00:00Z,12.074
2011-12-01T00:00:00Z,10.791
2012-01-01T00:00:00Z,10.922
2012-02-01T00:00:00Z,10.327
2012-03-01T00:00:00Z,9.882
2012-04-01T00:00:00Z,10.913
2012-05-01T00:00:00Z,10.019
2012-06-01T00:00:00Z,10.589
2012-07-01T00:00:00Z,11.087
2012-08-01T00:00:00Z,11.317
2012-09-01T00:00:00Z,12.135
2012-10-01T00:00:00Z,14.165
2012-11-01T00:00:00Z,14.626
2012-12-01T00:00:00Z,12.559
2013-01-01T00:00:00Z,10.82
2013-02-01T00:00:00Z,9.844
2013-03-01T00:00:00Z,9.605
2013-04-01T00:00:00Z,10.01
2013-05-01T00:00:00Z,10.91
2013-06-01T00:00:00Z,11.037
2013-07-01T00:00:00Z,11.352
2013-08-01T00:00:00Z,13.171
2013-09-01T00:00:00Z,13.911
2013-10-01T00:00:00Z,11.048
2013-11-01T00:00:00Z,12.924
2013-12-01T00:00:00Z,11.288
2014-01-01T00:00:00Z,11.323
2014-02-01T00:00:00Z,11.639
2014-03-01T00:00:00Z,11.724
2014-04-01T00:00:00Z,11.794
2014-05-01T00:00:00Z,11.643
2014-06-01T00:00:00Z,10.926
2014-07-01T00:00:00Z,13.143
2014-08-01T00:00:00Z,13.608
2014-09-01T00:00:00Z,15.655
2014-10-01T00:00:00Z,15.16
2014-11-01T00:00:00Z,15.797
2014-12-01T00:00:00Z,15.517
2015-03-01T00:00:00Z,12.538
2015-04-01T00:00:00Z,10.997
2015-05-01T00:00:00Z,10.547
2015-06-01T00:00:00Z,11.78
2015-07-01T00:00:00Z,13.871
2015-10-01T00:00:00Z,16.107
2015-11-01T00:00:00Z,13.157
2015-12-01T00:00:00Z,12.994
2016-01-01T00:00:00Z,12.892
2016-02-01T00:00:00Z,13.222
2016-03-01T00:00:00Z,12.984
2016-04-01T00:00:00Z,12.004
2016-05-01T00:00:00Z,11.584
2016-06-01T00:00:00Z,11.631
2018-06-01T00:00:00Z,11.183
2018-07-01T00:00:00Z,13.175
2018-08-01T00:00:00Z,12.188
2018-09-01T00:00:00Z,12.803
2018-10-01T00:00:00Z,14.653
